date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
17:31:59	16448/16448	---M--	200	added ('OK')	image/jpeg	etag:%225be04616-4040%22	http://bankhar.mn/shopse/demos/img/banner/banner-sidebar-2.jpg	C:/Users/admin/Desktop/Shopping/Shopping/bankhar.mn/shopse/demos/img/banner/banner-sidebar-2.jpg	(from http://bankhar.mn/shopse/demos/index-21.html)
17:32:02	106572/106572	---M--	200	added ('OK')	image/jpeg	etag:%225be0461a-1a04c%22	http://bankhar.mn/shopse/demos/img/slider/slide24.jpg	C:/Users/admin/Desktop/Shopping/Shopping/bankhar.mn/shopse/demos/img/slider/slide24.jpg	(from http://bankhar.mn/shopse/demos/index-21.html)
17:32:03	25821/25821	---M--	200	added ('OK')	image/png	etag:%225be0461b-64dd%22	http://bankhar.mn/shopse/demos/img/blog/comments/comments2.png	C:/Users/admin/Desktop/Shopping/Shopping/bankhar.mn/shopse/demos/img/blog/comments/comments2.png	(from http://bankhar.mn/shopse/demos/index-21.html)
17:32:03	23516/23516	---M--	200	added ('OK')	image/png	etag:%225be0461b-5bdc%22	http://bankhar.mn/shopse/demos/img/blog/comments/comments3.png	C:/Users/admin/Desktop/Shopping/Shopping/bankhar.mn/shopse/demos/img/blog/comments/comments3.png	(from http://bankhar.mn/shopse/demos/index-21.html)
17:32:06	22744/22744	---M--	200	added ('OK')	image/jpeg	etag:%225be0461b-58d8%22	http://bankhar.mn/shopse/demos/img/banner/style6/banner1.jpg	C:/Users/admin/Desktop/Shopping/Shopping/bankhar.mn/shopse/demos/img/banner/style6/banner1.jpg	(from http://bankhar.mn/shopse/demos/index-21.html)
17:32:08	189648/189648	---M--	200	added ('OK')	image/jpeg	etag:%225be0461a-2e4d0%22	http://bankhar.mn/shopse/demos/img/slider/slide23.jpg	C:/Users/admin/Desktop/Shopping/Shopping/bankhar.mn/shopse/demos/img/slider/slide23.jpg	(from http://bankhar.mn/shopse/demos/index-20.html)
17:32:09	27381/27381	---M--	200	added ('OK')	image/jpeg	etag:%225be0461b-6af5%22	http://bankhar.mn/shopse/demos/img/banner/style6/banner3.jpg	C:/Users/admin/Desktop/Shopping/Shopping/bankhar.mn/shopse/demos/img/banner/style6/banner3.jpg	(from http://bankhar.mn/shopse/demos/index-21.html)
17:32:12	49447/49447	---M--	200	added ('OK')	image/jpeg	etag:%225be0461b-c127%22	http://bankhar.mn/shopse/demos/img/banner/style6/banner2.jpg	C:/Users/admin/Desktop/Shopping/Shopping/bankhar.mn/shopse/demos/img/banner/style6/banner2.jpg	(from http://bankhar.mn/shopse/demos/index-21.html)
17:32:13	230/230	---M--	404	error ('Not%20Found')	text/html	date:Tue,%2029%20Jan%202019%2010:32:11%20GMT	http://bankhar.mn/shopse/demos/product-simple.html	C:/Users/admin/Desktop/Shopping/Shopping/bankhar.mn/shopse/demos/product-simple.html	(from http://bankhar.mn/shopse/demos/index-26.html)
17:32:14	232/232	---M--	404	error ('Not%20Found')	text/html	date:Tue,%2029%20Jan%202019%2010:32:12%20GMT	http://bankhar.mn/shopse/demos/product-variable.html	C:/Users/admin/Desktop/Shopping/Shopping/bankhar.mn/shopse/demos/product-variable.html	(from http://bankhar.mn/shopse/demos/index-26.html)
